,House Style,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Fireplaces,Garage Type,Garage Finish,Garage Cars,Paved Drive
1060,1Story,Hip,CompShg,VinylSd,VinylSd,PConc,Ex,TA,Gd,GLQ,Unf,1.0,0.0,1,1,1,1,Ex,8,1,Attchd,Fin,3.0,Y
1061,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Mn,GLQ,Unf,1.0,0.0,2,0,3,1,Gd,6,0,Attchd,RFn,2.0,Y
1062,1Story,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,BLQ,Unf,1.0,0.0,1,0,2,1,TA,4,1,Attchd,Unf,1.0,Y
1063,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Mn,BLQ,Unf,0.0,0.0,2,0,3,1,Gd,7,1,Attchd,RFn,2.0,Y
1064,1.5Fin,Gable,CompShg,AsbShng,AsbShng,BrkTil,TA,TA,No,Unf,Unf,0.0,0.0,1,0,3,1,Gd,6,0,Detchd,Unf,1.0,Y
1065,1.5Fin,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,Unf,Unf,0.0,0.0,2,0,4,1,TA,6,0,Detchd,Unf,1.0,Y
1066,1Story,Gable,CompShg,Plywood,Plywood,CBlock,TA,TA,No,Unf,Unf,0.0,0.0,3,0,5,2,TA,9,0,2Types,Unf,2.0,Y
1067,2Story,Gable,CompShg,HdBoard,HdBoard,PConc,Gd,TA,No,Unf,Unf,0.0,0.0,2,1,3,1,TA,7,1,Attchd,RFn,2.0,Y
1068,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,Fa,TA,No,Rec,Unf,0.0,0.0,1,1,2,1,TA,6,0,Detchd,Unf,2.0,Y
1069,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,Unf,Unf,0.0,0.0,3,1,5,1,TA,7,1,Attchd,Fin,2.0,Y
1070,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,Unf,Unf,0.0,0.0,2,1,3,1,Gd,8,1,BuiltIn,Fin,2.0,Y
1071,SFoyer,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,Av,BLQ,Unf,1.0,0.0,1,0,3,1,TA,6,0,Attchd,Unf,1.0,Y
1072,1Story,Gable,CompShg,MetalSd,MetalSd,PConc,Gd,TA,Av,GLQ,Unf,1.0,0.0,2,0,2,1,Gd,6,1,Attchd,Fin,2.0,Y
1073,1.5Fin,Gable,CompShg,MetalSd,MetalSd,CBlock,Gd,TA,Mn,Rec,Unf,1.0,0.0,1,0,3,1,TA,5,1,Detchd,Unf,2.0,Y
1075,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,TA,TA,No,Rec,Unf,0.0,0.0,1,0,2,1,TA,6,0,Attchd,RFn,1.0,Y
1076,1.5Fin,Gambrel,CompShg,Wd Sdng,Wd Sdng,BrkTil,TA,TA,No,Unf,Unf,0.0,0.0,1,1,4,1,Gd,8,1,Detchd,Unf,2.0,N
1077,1.5Fin,Gable,CompShg,MetalSd,MetalSd,PConc,TA,TA,No,Rec,Unf,0.0,0.0,2,0,4,1,TA,7,1,Detchd,Unf,2.0,Y
1078,1Story,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,Unf,Unf,0.0,0.0,1,0,2,1,TA,4,0,Detchd,Unf,1.0,Y
1079,1.5Fin,Gable,CompShg,VinylSd,VinylSd,BrkTil,TA,TA,No,LwQ,Unf,1.0,0.0,1,1,3,1,TA,6,1,Detchd,Unf,2.0,Y
1080,1Story,Hip,CompShg,BrkFace,Plywood,CBlock,TA,Gd,Gd,BLQ,Unf,1.0,0.0,1,0,3,1,TA,7,2,Attchd,Fin,2.0,P
1081,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Ex,TA,Av,GLQ,Unf,1.0,0.0,2,1,3,1,Ex,9,1,BuiltIn,Fin,3.0,Y
1082,1Story,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,ALQ,Unf,0.0,0.0,1,0,3,1,Gd,5,1,Attchd,Unf,1.0,Y
1083,1Story,Gable,CompShg,Stucco,Stucco,BrkTil,TA,TA,No,Unf,Unf,0.0,0.0,1,0,3,1,Gd,6,1,Detchd,Unf,2.0,Y
1084,1Story,Hip,CompShg,VinylSd,VinylSd,PConc,Ex,TA,Gd,GLQ,Unf,1.0,0.0,2,0,2,1,Ex,7,1,Attchd,Fin,3.0,Y
1085,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,Gd,TA,Av,GLQ,Unf,0.0,1.0,2,0,3,1,TA,6,1,Attchd,Fin,2.0,Y
1086,1.5Fin,Gable,CompShg,Wd Sdng,Wd Shng,BrkTil,Gd,TA,No,Unf,Unf,0.0,0.0,1,0,3,1,TA,6,0,Detchd,Unf,2.0,Y
1087,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Ex,TA,Gd,GLQ,Unf,0.0,0.0,3,1,5,1,Ex,9,1,BuiltIn,Fin,3.0,Y
1090,2Story,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,Mn,Unf,Unf,0.0,0.0,2,0,4,1,TA,10,2,Attchd,Unf,1.0,Y
1091,1Story,Hip,CompShg,HdBoard,HdBoard,CBlock,TA,TA,No,GLQ,Unf,1.0,0.0,1,0,3,1,TA,7,2,Attchd,Fin,2.0,Y
1092,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,Unf,Unf,0.0,0.0,2,1,3,1,Gd,7,0,Attchd,Fin,2.0,Y
1093,1Story,Gable,CompShg,Wd Sdng,Wd Shng,BrkTil,TA,TA,No,Unf,Unf,0.0,0.0,1,0,2,1,TA,4,0,Detchd,Unf,1.0,P
1094,1Story,Hip,CompShg,WdShing,Plywood,CBlock,TA,TA,No,Rec,Unf,1.0,0.0,1,0,2,1,TA,5,0,Detchd,Unf,2.0,N
1095,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,Gd,TA,No,LwQ,Unf,1.0,0.0,1,0,2,1,TA,6,1,Attchd,RFn,1.0,Y
1096,2Story,Hip,CompShg,HdBoard,HdBoard,CBlock,TA,TA,No,ALQ,Unf,0.0,0.0,1,1,3,1,TA,6,1,Attchd,Fin,2.0,Y
1097,2Story,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,Mn,Unf,Unf,1.0,0.0,1,0,4,1,TA,7,1,Detchd,Unf,1.0,P
1099,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Av,Unf,Unf,0.0,0.0,2,0,2,1,Gd,5,0,Attchd,RFn,3.0,Y
1100,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,CBlock,TA,TA,No,LwQ,Unf,1.0,0.0,1,0,3,1,TA,6,0,Detchd,Unf,2.0,Y
1101,1Story,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,Unf,Unf,0.0,0.0,2,0,4,2,TA,8,0,Detchd,Unf,3.0,Y
1102,1Story,Gable,CompShg,MetalSd,MetalSd,CBlock,Fa,TA,Mn,Rec,Unf,1.0,0.0,1,0,3,1,TA,6,0,Attchd,RFn,1.0,Y
1103,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Av,GLQ,Unf,1.0,0.0,2,0,3,1,Gd,7,0,Attchd,RFn,2.0,Y
1104,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,Gd,TA,Gd,GLQ,Unf,1.0,0.0,1,0,1,1,Gd,4,1,Attchd,Fin,2.0,Y
1105,1Story,Gable,CompShg,HdBoard,HdBoard,PConc,Gd,TA,No,GLQ,Unf,0.0,1.0,2,0,3,1,TA,6,1,Attchd,Fin,2.0,Y
1106,SLvl,Gable,CompShg,Plywood,Plywood,CBlock,TA,TA,Av,Rec,ALQ,0.0,1.0,2,0,4,1,TA,6,2,BuiltIn,Unf,1.0,Y
1107,1Story,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,Mn,ALQ,Unf,1.0,0.0,1,0,2,1,TA,3,1,Detchd,Unf,1.0,Y
1108,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,GLQ,Unf,0.0,0.0,2,0,3,1,Gd,6,0,Attchd,RFn,3.0,Y
1109,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,Fa,TA,No,Unf,Unf,0.0,0.0,2,0,3,2,TA,7,1,Detchd,Unf,2.0,Y
1110,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Av,Unf,Unf,0.0,0.0,2,1,3,1,Gd,6,1,Attchd,RFn,2.0,Y
1111,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,Unf,Unf,0.0,0.0,2,1,3,1,Gd,8,1,Attchd,Fin,2.0,Y
1112,2Story,Gable,CompShg,AsbShng,Plywood,BrkTil,Fa,Fa,No,Unf,Unf,0.0,0.0,1,0,3,1,TA,7,0,Detchd,Unf,1.0,N
1113,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,Unf,Unf,0.0,0.0,2,1,3,1,Gd,7,1,BuiltIn,Fin,2.0,Y
1114,SFoyer,Gable,CompShg,HdBoard,HdBoard,CBlock,TA,TA,Av,GLQ,Unf,0.0,1.0,2,0,3,1,TA,6,1,Basment,Fin,2.0,Y
1115,1Story,Gable,CompShg,CemntBd,CmentBd,CBlock,Gd,TA,Gd,GLQ,Unf,1.0,0.0,2,0,2,1,TA,5,0,Attchd,RFn,2.0,Y
1116,1Story,Gable,CompShg,MetalSd,MetalSd,BrkTil,TA,TA,No,Unf,Unf,0.0,0.0,1,0,2,1,TA,5,0,Detchd,RFn,2.0,Y
1117,1Story,Hip,CompShg,VinylSd,VinylSd,PConc,Ex,TA,Gd,GLQ,Unf,1.0,0.0,2,1,2,1,Ex,8,2,Attchd,RFn,3.0,Y
1118,1Story,Hip,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,ALQ,Unf,1.0,0.0,2,0,3,1,Gd,6,0,Attchd,Unf,1.0,Y
1119,1Story,Gable,CompShg,Plywood,Brk Cmn,CBlock,Gd,TA,No,GLQ,Unf,0.0,0.0,2,0,2,1,TA,4,0,Attchd,Unf,1.0,Y
1120,1Story,Hip,CompShg,Stucco,Plywood,PConc,TA,TA,Mn,BLQ,Unf,0.0,0.0,1,0,3,1,TA,6,0,Detchd,Unf,1.0,Y
1121,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,GLQ,Unf,0.0,0.0,2,1,3,1,TA,5,0,Detchd,Unf,2.0,Y
1122,1Story,Gable,CompShg,Plywood,Wd Sdng,CBlock,Gd,Gd,Mn,GLQ,Unf,1.0,0.0,2,0,2,1,Ex,6,1,Attchd,RFn,2.0,Y
1123,1Story,Gable,CompShg,HdBoard,HdBoard,PConc,Gd,TA,Gd,GLQ,Unf,1.0,0.0,1,1,2,1,Gd,5,1,Attchd,Unf,2.0,Y
1124,SLvl,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,Av,ALQ,Unf,0.0,0.0,1,0,3,1,TA,6,0,Detchd,Unf,2.0,Y
1126,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,TA,TA,No,GLQ,Unf,1.0,0.0,2,1,3,1,TA,7,1,Attchd,Fin,2.0,Y
1127,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,TA,TA,No,Unf,Unf,1.0,0.0,1,1,3,1,Gd,7,1,Attchd,RFn,2.0,Y
1128,1Story,Hip,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,Rec,Unf,1.0,0.0,1,0,2,1,TA,4,0,Attchd,Fin,1.0,Y
1129,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,Gd,No,Unf,Unf,0.0,0.0,2,0,3,1,Gd,7,1,Attchd,RFn,2.0,Y
1130,1Story,Hip,CompShg,HdBoard,HdBoard,CBlock,TA,TA,No,ALQ,LwQ,1.0,0.0,1,1,3,1,Gd,5,1,Attchd,RFn,2.0,Y
1131,2Story,Gable,CompShg,CemntBd,CmentBd,CBlock,Gd,TA,No,ALQ,Unf,1.0,0.0,2,1,5,1,TA,10,1,Attchd,Fin,2.0,Y
1132,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,Unf,Unf,0.0,0.0,2,0,3,1,Gd,7,1,Attchd,RFn,3.0,Y
1133,2Story,Gable,CompShg,HdBoard,HdBoard,CBlock,Gd,TA,No,GLQ,Unf,0.0,0.0,2,1,3,1,TA,7,1,Attchd,Unf,2.0,Y
1134,2.5Unf,Gable,CompShg,Wd Sdng,Wd Sdng,PConc,TA,TA,No,Unf,Unf,0.0,0.0,2,0,3,1,TA,8,1,Attchd,Unf,2.0,N
1135,1Story,Gable,CompShg,HdBoard,HdBoard,CBlock,TA,TA,Av,BLQ,Unf,1.0,0.0,1,0,3,1,TA,5,0,Attchd,Unf,1.0,Y
1136,1Story,Gable,CompShg,MetalSd,MetalSd,PConc,Gd,TA,Av,GLQ,Unf,1.0,0.0,2,0,2,1,Gd,7,1,Attchd,RFn,2.0,Y
1138,2Story,Gable,CompShg,MetalSd,MetalSd,PConc,Gd,TA,No,GLQ,Unf,0.0,0.0,2,1,3,1,Gd,4,0,Detchd,Unf,2.0,Y
1139,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Av,Unf,Unf,0.0,0.0,2,1,4,1,Gd,9,1,BuiltIn,RFn,3.0,Y
1140,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Ex,TA,Mn,GLQ,Unf,1.0,0.0,2,1,3,1,Gd,8,2,Attchd,RFn,2.0,Y
1141,2.5Unf,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,TA,TA,No,Unf,Unf,0.0,0.0,3,1,3,1,Gd,9,1,Detchd,Unf,2.0,Y
1142,1Story,Gable,CompShg,VinylSd,VinylSd,CBlock,Gd,Gd,Gd,ALQ,Rec,1.0,0.0,2,0,2,1,Gd,6,2,Attchd,RFn,3.0,Y
1143,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,GLQ,Unf,0.0,0.0,2,1,4,1,Gd,9,1,Attchd,RFn,3.0,Y
1144,1Story,Hip,CompShg,Plywood,Plywood,CBlock,TA,TA,Gd,BLQ,GLQ,1.0,0.0,2,0,3,1,TA,7,2,Attchd,Fin,2.0,Y
1145,1Story,Gable,CompShg,Wd Sdng,Wd Shng,CBlock,TA,TA,No,LwQ,Unf,0.0,0.0,1,0,2,1,TA,4,0,Detchd,Unf,1.0,Y
1146,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,Unf,Unf,0.0,0.0,2,1,3,1,TA,7,1,Attchd,Fin,2.0,Y
1148,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,TA,TA,No,Rec,Unf,0.0,0.0,1,0,2,1,TA,5,0,Attchd,RFn,1.0,Y
1149,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Av,GLQ,Unf,0.0,0.0,2,0,3,1,Gd,7,0,Attchd,RFn,3.0,Y
1150,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,Unf,Unf,0.0,0.0,2,0,3,1,Gd,6,0,Attchd,RFn,2.0,Y
1151,2Story,Gable,CompShg,MetalSd,MetalSd,PConc,Gd,TA,No,GLQ,Unf,0.0,0.0,2,1,2,1,TA,5,1,Detchd,Unf,2.0,Y
1152,1Story,Hip,CompShg,HdBoard,BrkFace,PConc,Gd,TA,No,BLQ,Unf,0.0,1.0,2,0,3,1,TA,7,2,Attchd,RFn,2.0,Y
1153,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,GLQ,Unf,0.0,0.0,2,1,3,1,Gd,6,0,Attchd,RFn,2.0,Y
1154,1Story,Gable,CompShg,HdBoard,Plywood,CBlock,TA,TA,No,ALQ,BLQ,0.0,0.0,1,0,3,1,Gd,5,0,Detchd,Unf,2.0,Y
1155,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,Gd,Av,Unf,Unf,0.0,0.0,2,1,4,1,TA,7,1,BuiltIn,Fin,2.0,Y
1156,1Story,Gable,CompShg,VinylSd,VinylSd,CBlock,TA,TA,No,ALQ,Unf,0.0,1.0,1,0,3,1,Gd,5,1,Attchd,Unf,1.0,Y
1158,1Story,Hip,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Gd,GLQ,Unf,1.0,0.0,2,0,3,1,Ex,7,2,Attchd,RFn,3.0,Y
1159,1Story,Gable,CompShg,MetalSd,MetalSd,BrkTil,Fa,Po,No,Unf,Unf,0.0,0.0,1,0,2,1,TA,6,0,Detchd,Unf,1.0,N
1160,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Ex,TA,No,GLQ,Unf,1.0,0.0,1,1,3,1,Ex,8,1,Attchd,Fin,3.0,Y
1161,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,GLQ,Unf,1.0,0.0,1,1,1,1,Gd,4,1,Attchd,RFn,2.0,Y
1162,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,TA,TA,No,GLQ,Unf,1.0,0.0,1,1,3,1,Gd,6,0,Detchd,Unf,2.0,Y
1163,1Story,Hip,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,ALQ,Unf,1.0,0.0,1,1,3,1,TA,6,0,Attchd,RFn,2.0,Y
1164,1Story,Hip,CompShg,VinylSd,VinylSd,PConc,Ex,TA,Gd,GLQ,ALQ,1.0,0.0,2,0,2,1,Ex,10,2,Attchd,Fin,3.0,Y
1165,1Story,Gable,CompShg,Plywood,Plywood,PConc,Gd,TA,No,BLQ,Unf,0.0,0.0,2,0,3,1,TA,6,0,Attchd,Unf,2.0,Y
1166,SFoyer,Gable,CompShg,HdBoard,HdBoard,PConc,Gd,TA,Av,LwQ,GLQ,2.0,0.0,2,0,2,2,Gd,8,0,Attchd,Unf,4.0,Y
1167,1Story,Hip,CompShg,AsbShng,AsbShng,CBlock,TA,TA,No,Unf,Unf,0.0,0.0,2,1,3,1,TA,6,1,Attchd,RFn,2.0,Y
1168,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,Unf,Unf,0.0,0.0,2,1,3,1,Gd,8,1,Attchd,Fin,2.0,Y
1169,1Story,Gable,CompShg,HdBoard,Plywood,CBlock,TA,TA,No,GLQ,Unf,0.0,0.0,1,0,3,1,Gd,6,0,Attchd,Unf,1.0,Y
1170,2Story,Hip,CompShg,VinylSd,VinylSd,PConc,Ex,TA,Gd,Unf,Unf,0.0,0.0,3,1,3,1,Gd,10,1,BuiltIn,Fin,3.0,Y
1171,SLvl,Gable,Tar&Grv,Plywood,Plywood,CBlock,Gd,TA,Gd,GLQ,Unf,0.0,1.0,1,0,3,1,TA,6,1,Basment,RFn,1.0,Y
1172,1Story,Gable,CompShg,HdBoard,HdBoard,CBlock,TA,TA,No,BLQ,Unf,0.0,0.0,1,0,3,1,TA,5,0,Attchd,RFn,1.0,Y
1173,1Story,Gable,CompShg,Plywood,Plywood,CBlock,TA,TA,No,BLQ,Unf,0.0,0.0,1,1,3,1,TA,5,2,Attchd,Unf,2.0,Y
1174,1Story,Hip,CompShg,Wd Sdng,Plywood,CBlock,TA,TA,Mn,ALQ,Rec,1.0,0.0,1,1,3,1,TA,6,1,Attchd,Unf,2.0,Y
1175,1Story,Hip,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,Unf,Unf,0.0,0.0,2,0,2,1,Gd,7,1,Attchd,Fin,3.0,Y
1176,1.5Fin,Gable,CompShg,Stucco,Stucco,PConc,TA,TA,No,Rec,Unf,1.0,0.0,2,0,3,1,TA,6,1,Detchd,Unf,1.0,Y
1177,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,Unf,Unf,0.0,0.0,2,1,3,1,TA,7,1,BuiltIn,Fin,2.0,Y
1178,1Story,Gable,CompShg,MetalSd,MetalSd,BrkTil,Fa,TA,No,Unf,Unf,0.0,0.0,1,0,2,1,TA,4,0,Attchd,Unf,1.0,Y
1179,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Av,GLQ,Unf,1.0,0.0,2,0,3,1,Gd,7,0,Attchd,RFn,2.0,Y
1180,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,TA,TA,Mn,Rec,Unf,0.0,0.0,2,0,3,1,TA,7,1,Attchd,Unf,1.0,Y
1181,1.5Fin,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,ALQ,BLQ,1.0,0.0,2,0,4,1,Gd,8,1,Attchd,Unf,2.0,Y
1182,1Story,Gable,CompShg,VinylSd,VinylSd,CBlock,TA,TA,No,BLQ,LwQ,0.0,0.0,1,0,2,1,TA,4,0,Detchd,Unf,2.0,P
1183,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,TA,TA,No,BLQ,Unf,1.0,0.0,1,0,3,1,TA,6,1,Attchd,RFn,3.0,Y
1184,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,GLQ,Unf,0.0,0.0,2,0,3,1,Gd,6,1,Attchd,RFn,2.0,Y
1185,1Story,Gable,CompShg,HdBoard,HdBoard,CBlock,Gd,TA,No,GLQ,Unf,1.0,0.0,2,0,3,1,Gd,6,0,Attchd,RFn,2.0,Y
1186,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,GLQ,Unf,1.0,0.0,2,0,3,1,Gd,6,0,Attchd,RFn,2.0,Y
1187,1Story,Hip,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Av,Unf,Unf,0.0,0.0,2,0,3,1,Gd,7,0,Attchd,RFn,3.0,Y
1188,1Story,Gable,CompShg,CemntBd,CmentBd,PConc,Ex,TA,Gd,GLQ,Unf,1.0,0.0,2,0,3,1,Ex,7,0,Attchd,Fin,3.0,Y
1189,1.5Fin,Gable,CompShg,BrkFace,Plywood,CBlock,TA,TA,No,Unf,Unf,0.0,0.0,1,0,2,1,TA,5,1,Attchd,Unf,1.0,Y
1190,1Story,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,Rec,Unf,1.0,0.0,1,0,2,1,Fa,5,0,Detchd,Unf,1.0,N
1191,1Story,Hip,CompShg,MetalSd,MetalSd,PConc,TA,TA,No,ALQ,Unf,0.0,0.0,1,0,2,1,Fa,5,0,Detchd,Unf,1.0,Y
1192,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,CBlock,TA,TA,Av,Unf,Unf,0.0,0.0,1,0,2,1,Fa,4,0,Basment,Unf,2.0,N
1193,1.5Fin,Gable,CompShg,VinylSd,VinylSd,BrkTil,TA,TA,No,BLQ,Unf,0.0,0.0,1,0,3,1,Gd,7,1,Detchd,Unf,1.0,Y
1194,1Story,Gable,CompShg,HdBoard,HdBoard,CBlock,Gd,Gd,No,GLQ,LwQ,1.0,0.0,2,0,2,1,Gd,5,1,Attchd,Unf,2.0,Y
1195,1Story,Gable,CompShg,HdBoard,HdBoard,CBlock,TA,TA,No,Rec,Unf,0.0,0.0,1,1,3,1,TA,6,0,Attchd,Unf,1.0,Y
1196,1Story,Gable,CompShg,Plywood,HdBoard,CBlock,Gd,Gd,Av,GLQ,Rec,0.0,0.0,2,0,3,1,Gd,6,1,Attchd,Unf,2.0,Y
1197,1Story,Gable,CompShg,CemntBd,CmentBd,PConc,Gd,TA,No,ALQ,Unf,1.0,0.0,1,1,3,1,TA,6,1,Attchd,Fin,2.0,Y
1198,1Story,Gable,CompShg,WdShing,Wd Shng,CBlock,TA,Gd,Av,ALQ,Unf,1.0,0.0,2,0,4,1,Gd,7,1,Attchd,Unf,2.0,Y
1199,1Story,Hip,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Av,GLQ,Unf,1.0,0.0,2,0,3,1,Gd,9,1,Attchd,Fin,3.0,Y
1200,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,TA,TA,No,ALQ,Unf,0.0,0.0,1,1,3,1,TA,5,0,Attchd,Unf,2.0,Y
1201,2Story,Gable,CompShg,HdBoard,HdBoard,PConc,Gd,TA,Gd,GLQ,Unf,1.0,0.0,2,1,4,1,Gd,9,1,Attchd,RFn,3.0,Y
1202,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,Unf,Unf,0.0,0.0,2,1,3,1,Gd,7,1,Attchd,RFn,2.0,Y
1203,SLvl,Gable,CompShg,HdBoard,HdBoard,PConc,Gd,TA,No,LwQ,Unf,0.0,0.0,2,1,3,1,TA,7,1,BuiltIn,Fin,2.0,Y
1205,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Av,Unf,Unf,0.0,0.0,2,1,3,1,Gd,7,1,Attchd,Fin,2.0,Y
1206,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,Gd,No,Unf,Unf,1.0,0.0,2,0,2,1,Gd,5,1,Attchd,RFn,2.0,Y
1207,2Story,Gable,CompShg,Plywood,Plywood,CBlock,Gd,TA,No,Unf,Unf,0.0,0.0,2,1,3,1,TA,7,1,Attchd,Fin,2.0,Y
1208,1Story,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,Mn,BLQ,Unf,0.0,0.0,1,0,3,1,TA,6,0,Attchd,RFn,1.0,Y
1209,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,Gd,Av,GLQ,Unf,1.0,0.0,2,0,3,1,Gd,7,1,Attchd,RFn,2.0,Y
1210,1Story,Hip,CompShg,HdBoard,HdBoard,CBlock,TA,TA,No,BLQ,LwQ,1.0,0.0,2,0,3,1,TA,7,0,Attchd,RFn,2.0,Y
1212,2Story,Gable,CompShg,Wd Sdng,Wd Shng,BrkTil,TA,TA,No,Rec,Unf,1.0,0.0,1,1,3,1,Gd,6,1,Attchd,Unf,2.0,Y
1213,1Story,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,Gd,No,ALQ,BLQ,1.0,0.0,1,0,2,1,TA,4,0,Detchd,Unf,1.0,Y
1214,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Av,Unf,Unf,0.0,0.0,2,0,3,1,Gd,6,1,Attchd,RFn,3.0,Y
1215,1Story,Gable,CompShg,Plywood,Plywood,CBlock,Gd,TA,No,ALQ,BLQ,0.0,1.0,2,0,2,1,TA,4,1,Attchd,RFn,2.0,Y
1216,1Story,Gable,CompShg,CemntBd,CmentBd,PConc,Gd,TA,No,GLQ,Unf,0.0,0.0,1,0,3,1,TA,6,0,Attchd,Unf,2.0,Y
1217,SFoyer,Gable,CompShg,HdBoard,HdBoard,CBlock,Gd,TA,Av,ALQ,Unf,1.0,0.0,1,0,3,1,TA,6,0,Detchd,Unf,1.0,Y
1218,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,Unf,Unf,0.0,0.0,2,0,3,1,TA,6,0,Attchd,Unf,2.0,Y
1219,1Story,Gable,CompShg,HdBoard,HdBoard,PConc,Gd,TA,No,Unf,Unf,0.0,0.0,2,0,3,1,TA,5,0,Attchd,RFn,2.0,Y
1220,1Story,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,Unf,Unf,0.0,0.0,1,0,2,1,TA,4,0,Attchd,Unf,1.0,Y
1221,1Story,Gable,CompShg,CemntBd,CmentBd,PConc,Gd,TA,No,Unf,Unf,0.0,0.0,2,0,3,1,Ex,7,1,Attchd,Fin,3.0,Y
