,Sale Type,SalePrice,Price Per Sq Ft
1774,WD ,102000,14.166666666666666
1775,WD ,230000,18.51851851851852
1776,WD ,137500,22.46732026143791
1777,WD ,138000,19.406553227394177
1778,WD ,156500,8.127759023630226
1779,WD ,124500,15.332512315270936
1780,WD ,190000,15.896921017402946
1781,WD ,159895,50.24984286612194
1782,WD ,189000,19.203413940256045
1784,WD ,121500,10.713340975222643
1785,WD ,146000,11.740109359922805
1786,WD ,235000,19.2749343832021
1787,WD ,300000,78.08433107756377
1789,WD ,142600,10.884665292725746
1790,WD ,227000,23.144371941272432
1791,WD ,205000,25.16881522406384
1792,WD ,246900,14.332153015615022
1793,WD ,89000,16.856060606060606
1794,WD ,64000,5.4274084124830395
1795,WD ,170000,43.85964912280702
1796,New,582933,41.96479735080268
1797,WD ,110500,18.416666666666668
1798,WD ,110000,13.349514563106796
1800,WD ,284000,26.729411764705883
1801,WD ,171000,18.49248404888072
1802,WD ,193000,18.15957847196086
1803,WD ,135000,12.272727272727273
1804,WD ,167000,17.767847643366316
1805,COD,105000,14.583333333333334
1806,WD ,214000,20.849571317225255
1807,WD ,279000,21.112372304199774
1808,WD ,184500,17.521367521367523
1809,WD ,120000,20.0
1810,WD ,171500,22.264052966376735
1811,New,164700,38.74382498235709
1812,WD ,209000,17.232849604221634
1813,WD ,225000,73.2421875
1815,New,336820,22.133000394269942
1816,WD ,277000,19.284321915900865
1817,WD ,117600,13.548387096774194
1818,WD ,140000,14.583333333333334
1819,New,395039,33.54041433180506
1820,New,181755,11.496204933586338
1821,New,186800,16.944847605224965
1822,WD ,177500,19.788182831661093
1823,WD ,64500,5.972222222222222
1824,WD ,260000,53.77456049638056
1825,New,185485,49.995956873315365
1826,WD ,105000,17.15686274509804
1827,WD ,187000,19.479166666666668
1828,WD ,202500,14.316012725344645
1829,WD ,245700,24.75317348377997
1830,WD ,128000,15.976035946080879
1831,WD ,275500,26.904296875
1832,WD ,225000,20.90689462925107
1833,WD ,138000,17.25
1834,WD ,88000,52.38095238095238
1835,WD ,380000,27.751405827795224
1836,WD ,256000,24.094117647058823
1837,WD ,134800,18.72222222222222
1838,WD ,121000,75.06203473945409
1839,New,227875,22.32536494562555
1840,WD ,245350,23.422434367541765
1842,COD,83000,7.811764705882353
1843,WD ,240000,4.519178262752556
1844,WD ,113000,19.8943661971831
1845,WD ,155000,12.5
1846,WD ,142000,20.98108747044917
1847,WD ,119000,19.833333333333332
1848,WD ,160000,12.791813239526704
1849,WD ,193000,26.02832097100472
1850,WD ,263000,22.360142832851555
1851,New,164990,18.81943652332611
1852,WD ,119000,14.52991452991453
1853,WD ,238500,31.8
1854,WD ,280000,3.956981953335877
1855,New,193800,51.215644820295985
1856,WD ,129900,30.75284090909091
1857,WD ,145000,15.68415359653867
1858,WD ,275000,18.604965834517287
1860,WD ,125000,16.801075268817204
1861,Oth,80000,10.804970286331713
1862,WD ,104000,21.430043272202763
1863,WD ,260400,24.582271311243275
1864,WD ,176000,14.557485525227461
1865,WD ,123000,10.533527447118267
1866,WD ,291000,26.454545454545453
1867,WD ,132000,16.5
1868,WD ,176000,21.920538049570307
1869,WD ,177625,13.162282326787698
1870,WD ,104900,10.772232491271309
1871,WD ,196000,21.138912855910267
1872,WD ,280000,35.7097309016707
1873,WD ,168500,19.753810082063307
1874,WD ,170000,13.035810137259412
1876,WD ,150000,24.03846153846154
1877,WD ,145000,11.140991164041491
1878,WD ,188000,20.2215768527482
1879,WD ,169000,19.263649834720166
1880,New,155000,18.15838800374883
1881,WD ,196000,45.77300326950024
1882,WD ,219500,25.11441647597254
1883,New,170440,16.649409006544886
1884,WD ,159500,20.062893081761008
1885,New,183850,4.6793077118859765
1886,WD ,174000,16.73076923076923
1887,WD ,167000,15.71321038765525
1888,WD ,148500,65.13157894736842
1890,WD ,120000,11.150343802267237
1891,WD ,157000,22.351936218678816
1892,WD ,91500,12.063282794990112
1894,WD ,140000,15.267175572519085
1895,WD ,127000,16.404029966416946
1896,WD ,207500,23.603685587532706
1897,WD ,415000,20.95959595959596
1898,WD ,193000,14.468850738436165
1899,WD ,174000,21.415384615384614
1900,WD ,152500,13.354934757859708
1901,WD ,183000,25.325214503182952
1902,WD ,136500,12.297297297297296
1903,WD ,231500,18.616807398472055
1904,WD ,123500,19.23676012461059
1905,WD ,135500,8.229078100327948
1906,WD ,133500,21.241050119331742
1907,COD,124000,13.472403302911777
1908,WD ,280000,23.311964032969776
1909,WD ,333168,22.55096791661026
1910,WD ,270000,22.89687924016282
1911,COD,128500,15.935019841269842
1912,WD ,172000,23.972125435540068
1913,WD ,130000,12.014787430683919
1914,WD ,196000,36.42445642073964
1915,WD ,87000,17.4
1916,WD ,128250,14.785566059488126
1917,WD ,210000,15.939278937381404
1918,WD ,220000,19.51219512195122
1919,WD ,128000,13.333333333333334
1920,WD ,135000,15.0
1921,WD ,228500,22.872872872872872
1922,WD ,134000,22.333333333333332
1923,WD ,157500,14.953004841925377
1924,WD ,263550,22.54105371193979
1925,WD ,182900,14.578351665869599
1926,WD ,222000,10.232772528232312
1928,COD,153500,18.950617283950617
1929,WD ,315000,18.820577164366373
1930,WD ,315000,34.23913043478261
1931,WD ,257000,26.22181410060198
1932,ConLD,173000,12.237391242837942
1934,WD ,382500,25.062246101428386
1935,WD ,230000,23.609115171422705
1936,WD ,153000,17.932489451476794
1937,WD ,123000,11.56667293586609
1938,WD ,207000,14.031044533315258
1939,WD ,295000,16.04481670836506
1940,WD ,149000,11.967871485943775
1941,WD ,216500,27.57610495478283
1942,COD,112000,21.642512077294686
1943,WD ,134500,16.01571802810193
1944,New,187687,50.58948787061995
1945,COD,68400,9.12
1946,WD ,143500,17.915106117353307
1947,WD ,275000,21.484375
1948,WD ,171000,15.447154471544716
1949,WD ,244000,19.960732984293195
1950,ConLD,130000,18.696965338702718
1951,WD ,253000,21.397158322056832
1953,WD ,185000,47.350908625543894
1954,WD ,167800,18.815877999551468
1955,WD ,274900,28.662287561255344
1956,WD ,187500,13.28374070138151
1957,WD ,253000,26.149870801033593
1958,WD ,105000,53.191489361702125
1959,WD ,174500,15.206971677559913
1960,WD ,210900,9.794269261134072
1961,WD ,127000,13.582887700534759
1962,WD ,207000,25.250060990485483
1963,WD ,154000,11.622641509433961
1964,New,591587,11.382364259052602
1965,WD ,180000,8.131550415612576
1966,WD ,124000,13.864042933810376
1967,WD ,204000,20.733814412033745
1968,WD ,145000,23.045136681500317
1969,WD ,178900,18.481404958677686
1970,WD ,348000,36.817604739737625
1971,WD ,162500,17.77121609798775
1972,WD ,119900,14.231454005934719
1973,WD ,176500,19.429766622633203
1974,WD ,118000,15.902964959568733
1975,WD ,110000,14.32851374234727
1976,WD ,221000,13.178294573643411
1977,WD ,340000,20.550015110305228
1978,WD ,167500,14.674960574732784
1979,WD ,255000,18.887489815569218
1980,WD ,170000,18.019927920288318
1981,WD ,145000,39.45578231292517
1983,WD ,176500,16.00326412186055
1984,WD ,307000,30.444268147560493
1985,WD ,190550,19.967515456355443
1986,WD ,260000,19.992310649750095
1987,WD ,137500,60.30701754385965
1988,WD ,147000,11.56387665198238
1989,WD ,131400,13.14
1990,WD ,316000,29.88462265935313
1992,WD ,172500,17.59844929606203
1993,WD ,138887,10.576226012793176
1994,WD ,235000,17.11829836829837
1995,WD ,109500,16.59090909090909
1996,WD ,107000,10.368217054263566
1998,WD ,215000,12.924556657649534
1999,WD ,144100,17.15884734460586
2000,WD ,127500,14.010989010989011
2001,WD ,225000,15.877496295250864
2002,New,372402,26.80886905190411
2003,WD ,144000,11.104256631708822
2004,WD ,176500,77.41228070175438
2005,COD,112000,16.0
2006,WD ,100000,59.523809523809526
2007,WD ,88000,39.69327920613441
2008,WD ,136905,11.904782608695653
2009,WD ,97500,13.541666666666666
2011,WD ,142000,13.245033112582782
2012,New,250000,23.29481923220276
2013,WD ,243500,22.56510054675192
2014,WD ,184500,36.0210855134713
2015,WD ,210000,21.152296535052376
2016,WD ,129000,16.557566422795535
2017,ConLw,82000,10.056414029923964
2018,WD ,181000,16.698957468401144
2019,WD ,167000,18.463239358761747
2020,WD ,173000,15.941761887209731
2021,WD ,195800,23.30952380952381
2022,WD ,223000,13.613332519382212
2023,WD ,192000,15.604681404421326
2024,WD ,197000,17.00621546961326
2025,New,298236,27.945652173913043
2026,WD ,238000,32.91839557399723
2028,WD ,262500,12.631730908041
2029,WD ,425000,33.64204860286551
2030,WD ,102776,11.797061524334252
2031,WD ,149900,11.9566084390205
2032,WD ,190000,19.75051975051975
2033,WD ,162500,41.59201433324802
2034,WD ,217000,23.49501948895626
2035,WD ,137500,11.85344827586207
2036,WD ,270000,25.464491181741018
2037,WD ,142500,10.674157303370787
2038,WD ,161000,17.5
2040,WD ,225000,14.429551721926506
2041,WD ,412500,30.135885447106954
2043,WD ,128000,21.333333333333332
2044,WD ,182000,21.53081746125636
2045,New,394617,31.71142719382835
2046,WD ,298751,26.094069351035024
2047,WD ,82500,6.684491978609626
2048,WD ,177000,23.418893887271764
2049,WD ,144000,13.846153846153847
2050,WD ,189000,25.2
