,Heating,Heating QC,Central Air,Electrical,Utilities
1275,GasA,Ex,Y,SBrkr,AllPub
1276,GasA,Ex,Y,SBrkr,AllPub
1277,GasA,Ex,Y,FuseA,AllPub
1278,GasA,Ex,Y,SBrkr,AllPub
1279,GasA,TA,Y,SBrkr,AllPub
1280,GasA,Ex,Y,SBrkr,AllPub
1281,GasA,Ex,Y,SBrkr,AllPub
1282,GasA,Gd,Y,SBrkr,AllPub
1283,GasA,Ex,Y,SBrkr,AllPub
1284,GasA,Ex,Y,SBrkr,AllPub
1285,GasA,Ex,Y,SBrkr,AllPub
1286,GasA,Ex,Y,SBrkr,AllPub
1287,GasW,Gd,Y,SBrkr,AllPub
1288,GasA,TA,Y,SBrkr,AllPub
1289,GasA,TA,Y,SBrkr,AllPub
1290,GasA,Fa,Y,FuseA,AllPub
1291,GasA,Ex,Y,SBrkr,AllPub
1292,GasA,TA,N,FuseF,AllPub
1293,GasA,Ex,Y,SBrkr,AllPub
1294,GasA,TA,Y,SBrkr,AllPub
1295,GasA,TA,N,SBrkr,AllPub
1296,GasA,Ex,Y,SBrkr,AllPub
1297,GasA,TA,Y,SBrkr,AllPub
1298,GasA,Ex,Y,SBrkr,AllPub
1299,GasA,Ex,Y,SBrkr,AllPub
1300,GasA,Ex,Y,SBrkr,AllPub
1301,GasA,Fa,Y,SBrkr,AllPub
1302,GasA,TA,Y,SBrkr,AllPub
1303,GasA,Gd,Y,SBrkr,AllPub
1304,GasA,Gd,Y,SBrkr,AllPub
1305,GasA,Ex,Y,SBrkr,AllPub
1306,GasA,Ex,Y,SBrkr,AllPub
1307,GasA,Fa,N,SBrkr,AllPub
1308,GasA,Ex,Y,SBrkr,AllPub
1310,GasA,TA,Y,SBrkr,AllPub
1311,GasA,Ex,Y,SBrkr,AllPub
1312,GasA,Fa,Y,SBrkr,AllPub
1313,GasA,TA,Y,SBrkr,AllPub
1314,GasA,Ex,Y,SBrkr,AllPub
1315,GasA,Ex,Y,SBrkr,AllPub
1316,GasA,Gd,Y,SBrkr,AllPub
1317,GasA,Ex,Y,SBrkr,AllPub
1318,GasA,Ex,Y,SBrkr,AllPub
1319,GasA,Ex,Y,SBrkr,AllPub
1320,GasA,Ex,Y,SBrkr,AllPub
1321,GasA,TA,Y,SBrkr,AllPub
1322,GasA,Ex,Y,SBrkr,AllPub
1323,GasA,Gd,Y,SBrkr,AllPub
1324,GasA,Ex,Y,SBrkr,AllPub
1326,GasA,Ex,Y,SBrkr,AllPub
1328,GasA,Ex,Y,SBrkr,AllPub
1329,GasA,Ex,Y,SBrkr,AllPub
1330,GasA,Ex,Y,SBrkr,AllPub
1332,GasA,Ex,Y,SBrkr,AllPub
1333,GasA,Ex,Y,SBrkr,AllPub
1334,GasA,Ex,Y,SBrkr,AllPub
1335,GasA,Ex,Y,SBrkr,AllPub
1336,GasA,Ex,Y,FuseA,AllPub
1337,GasA,Ex,Y,SBrkr,AllPub
1338,GasA,Ex,Y,SBrkr,AllPub
1339,GasA,Ex,Y,SBrkr,AllPub
1340,GasA,Gd,Y,SBrkr,AllPub
1341,GasA,TA,Y,SBrkr,AllPub
1342,GasA,Ex,Y,SBrkr,AllPub
1343,GasA,Ex,Y,SBrkr,AllPub
1344,GasA,TA,Y,SBrkr,AllPub
1345,GasA,TA,Y,SBrkr,AllPub
1346,GasA,TA,Y,FuseA,AllPub
1347,GasA,Ex,Y,SBrkr,AllPub
1348,GasA,Ex,Y,SBrkr,AllPub
1349,GasA,TA,Y,SBrkr,AllPub
1350,GasA,Ex,Y,SBrkr,AllPub
1351,GasA,TA,Y,SBrkr,AllPub
1352,GasA,TA,Y,SBrkr,AllPub
1353,GasA,Fa,Y,FuseA,AllPub
1354,GasA,TA,Y,SBrkr,AllPub
1355,GasA,Gd,Y,SBrkr,AllPub
1356,GasA,Ex,Y,SBrkr,AllPub
1357,GasA,TA,Y,SBrkr,AllPub
1358,GasA,Ex,Y,SBrkr,AllPub
1359,GasA,TA,N,FuseA,AllPub
1360,GasA,Ex,Y,SBrkr,AllPub
1362,GasA,TA,Y,SBrkr,AllPub
1363,GasA,Fa,N,FuseF,AllPub
1364,GasA,Ex,Y,SBrkr,AllPub
1365,GasW,TA,Y,FuseA,AllPub
1367,GasA,Ex,Y,SBrkr,AllPub
1368,GasA,Ex,Y,SBrkr,AllPub
1369,GasA,Ex,Y,SBrkr,AllPub
1370,GasA,Ex,Y,FuseA,AllPub
1371,GasA,Ex,Y,SBrkr,AllPub
1373,GasA,Gd,Y,SBrkr,AllPub
1375,GasA,Ex,Y,SBrkr,AllPub
1378,GasA,TA,Y,SBrkr,AllPub
1379,GasA,Gd,Y,SBrkr,AllPub
1380,GasA,Ex,Y,SBrkr,AllPub
1381,GasA,Ex,Y,SBrkr,AllPub
1382,GasA,Ex,Y,SBrkr,AllPub
1383,GasA,Ex,Y,SBrkr,AllPub
1386,GasA,TA,Y,SBrkr,AllPub
1388,GasA,TA,Y,SBrkr,AllPub
1389,GasA,Ex,Y,SBrkr,AllPub
1390,GasA,Ex,Y,SBrkr,AllPub
1391,GasA,TA,Y,SBrkr,AllPub
1392,GasA,Ex,Y,SBrkr,AllPub
1393,GasA,Ex,Y,SBrkr,AllPub
1394,GasA,TA,N,FuseA,AllPub
1395,GasA,Gd,Y,SBrkr,AllPub
1396,GasA,Ex,Y,SBrkr,AllPub
1397,GasA,TA,Y,SBrkr,AllPub
1398,GasA,Gd,Y,SBrkr,AllPub
1399,GasA,TA,Y,SBrkr,AllPub
1400,GasA,TA,Y,SBrkr,AllPub
1401,GasA,Ex,Y,SBrkr,AllPub
1402,GasA,Ex,Y,SBrkr,AllPub
1403,GasA,TA,Y,SBrkr,AllPub
1404,GasA,Ex,Y,SBrkr,AllPub
1405,GasA,TA,Y,SBrkr,AllPub
1406,GasA,Ex,Y,SBrkr,AllPub
1407,GasA,Fa,N,SBrkr,AllPub
1408,GasA,TA,Y,FuseA,AllPub
1409,GasA,Ex,Y,SBrkr,AllPub
1410,GasA,Ex,Y,SBrkr,AllPub
1411,GasA,Gd,Y,SBrkr,AllPub
1412,GasA,Ex,Y,SBrkr,AllPub
1413,GasA,Ex,Y,SBrkr,AllPub
1414,GasA,TA,Y,SBrkr,AllPub
1415,GasA,TA,Y,SBrkr,AllPub
1416,GasA,TA,Y,SBrkr,AllPub
1417,GasA,Ex,Y,SBrkr,AllPub
1418,GasA,Ex,Y,SBrkr,AllPub
1420,GasA,Ex,Y,SBrkr,AllPub
1421,GasA,Ex,Y,SBrkr,AllPub
1422,GasA,Gd,Y,SBrkr,AllPub
1423,GasA,TA,Y,SBrkr,AllPub
1424,GasA,Ex,Y,SBrkr,AllPub
1425,GasA,Ex,Y,SBrkr,AllPub
1426,GasA,Ex,Y,SBrkr,AllPub
1427,GasA,TA,Y,SBrkr,AllPub
1430,GasA,Ex,Y,SBrkr,AllPub
1431,GasA,Gd,Y,SBrkr,AllPub
1432,GasA,TA,Y,SBrkr,AllPub
1433,GasA,Ex,Y,SBrkr,AllPub
1434,GasA,Ex,Y,SBrkr,AllPub
1435,GasA,Gd,Y,SBrkr,AllPub
1436,GasA,Ex,Y,SBrkr,AllPub
1437,GasA,Ex,Y,SBrkr,AllPub
1438,GasA,Ex,Y,SBrkr,AllPub
1440,GasA,Gd,Y,SBrkr,AllPub
1441,GasA,Ex,Y,SBrkr,AllPub
1442,GasA,TA,Y,SBrkr,AllPub
1443,GasA,TA,Y,FuseA,AllPub
1444,GasA,Ex,Y,SBrkr,AllPub
1445,GasA,TA,Y,SBrkr,AllPub
1446,GasA,Gd,Y,FuseA,AllPub
1447,GasA,TA,Y,SBrkr,AllPub
1448,GasA,Ex,Y,SBrkr,AllPub
1449,GasA,Ex,Y,SBrkr,AllPub
1450,GasA,Ex,Y,SBrkr,AllPub
1452,GasA,Ex,Y,SBrkr,AllPub
1453,GasA,Ex,Y,SBrkr,AllPub
1454,GasA,TA,N,SBrkr,AllPub
1455,GasA,Gd,Y,SBrkr,AllPub
1457,GasA,TA,Y,SBrkr,AllPub
1458,GasA,Ex,Y,SBrkr,AllPub
1459,GasA,Ex,Y,SBrkr,AllPub
1460,GasA,Ex,Y,SBrkr,AllPub
1461,GasA,TA,Y,SBrkr,AllPub
1462,GasA,Ex,Y,SBrkr,AllPub
1463,GasA,Gd,Y,SBrkr,AllPub
1465,GasA,Ex,Y,SBrkr,AllPub
1466,GasA,TA,Y,SBrkr,AllPub
1467,GasA,Ex,Y,SBrkr,AllPub
1468,GasA,Ex,Y,SBrkr,AllPub
1469,GasA,Ex,Y,SBrkr,AllPub
1470,GasA,Gd,Y,SBrkr,AllPub
1471,GasA,Ex,Y,SBrkr,AllPub
1472,GasA,Gd,Y,FuseA,AllPub
1473,GasA,Ex,Y,SBrkr,AllPub
1474,GasA,Ex,Y,SBrkr,AllPub
1475,GasA,TA,Y,SBrkr,AllPub
1476,GasA,Ex,Y,SBrkr,AllPub
1477,GasA,Ex,Y,SBrkr,AllPub
1478,GasA,TA,Y,SBrkr,AllPub
1479,GasA,TA,Y,SBrkr,AllPub
1480,GasA,Ex,Y,SBrkr,AllPub
1482,GasA,Ex,Y,SBrkr,AllPub
1483,GasA,TA,Y,SBrkr,AllPub
1484,GasA,Ex,N,FuseA,AllPub
1485,GasA,TA,Y,FuseA,AllPub
1486,GasA,Gd,Y,SBrkr,AllPub
1487,GasA,TA,Y,SBrkr,AllPub
1488,GasA,Gd,N,FuseA,AllPub
1489,GasA,Ex,Y,SBrkr,AllPub
1490,GasA,Ex,Y,SBrkr,AllPub
1491,GasA,TA,Y,SBrkr,AllPub
1492,GasA,Ex,Y,SBrkr,AllPub
1493,GasA,TA,Y,FuseA,AllPub
1494,GasA,Gd,Y,SBrkr,AllPub
1495,GasA,TA,Y,SBrkr,AllPub
1496,GasA,TA,Y,SBrkr,AllPub
1497,GasA,Ex,Y,SBrkr,AllPub
1498,GasA,Gd,Y,SBrkr,AllPub
1499,GasA,Ex,Y,SBrkr,AllPub
1500,GasA,Ex,Y,SBrkr,AllPub
1501,GasA,TA,Y,FuseF,AllPub
1502,GasA,Ex,Y,SBrkr,AllPub
1503,GasA,Ex,Y,SBrkr,AllPub
1504,GasA,Ex,Y,SBrkr,AllPub
1505,GasA,Gd,Y,SBrkr,AllPub
1506,GasA,TA,Y,SBrkr,AllPub
1507,GasA,TA,Y,SBrkr,AllPub
1508,GasA,Gd,Y,SBrkr,AllPub
1509,GasA,TA,Y,SBrkr,AllPub
1510,GasA,TA,Y,SBrkr,AllPub
1512,GasA,Ex,Y,SBrkr,AllPub
1513,GasA,TA,Y,SBrkr,AllPub
1514,GasA,TA,Y,SBrkr,AllPub
1515,GasA,TA,Y,SBrkr,AllPub
1516,GasA,TA,Y,FuseA,AllPub
1517,GasA,Ex,Y,SBrkr,AllPub
1518,GasA,TA,N,FuseA,AllPub
1520,GasA,TA,Y,SBrkr,AllPub
1521,GasA,TA,Y,SBrkr,AllPub
1522,GasA,Ex,Y,SBrkr,AllPub
1523,GasA,TA,Y,SBrkr,AllPub
1524,GasA,Ex,Y,SBrkr,AllPub
1525,GasA,Ex,Y,SBrkr,AllPub
1526,GasA,TA,Y,SBrkr,AllPub
1527,GasA,Ex,Y,SBrkr,AllPub
1529,GasA,Ex,Y,SBrkr,AllPub
1530,GasA,TA,Y,SBrkr,AllPub
1531,GasA,Gd,Y,SBrkr,AllPub
1532,GasA,TA,Y,SBrkr,AllPub
1533,GasA,Ex,Y,SBrkr,AllPub
1534,GasA,Fa,Y,SBrkr,AllPub
1535,GasA,TA,Y,SBrkr,AllPub
1536,GasA,Fa,Y,SBrkr,AllPub
1537,GasA,Ex,Y,SBrkr,AllPub
1538,GasA,TA,Y,SBrkr,AllPub
1539,GasA,Ex,Y,SBrkr,AllPub
1540,GasA,Ex,Y,SBrkr,AllPub
1541,GasA,TA,Y,SBrkr,AllPub
1542,GasA,Ex,Y,SBrkr,AllPub
1543,GasA,Ex,Y,SBrkr,AllPub
1546,GasA,Ex,Y,SBrkr,AllPub
1548,GasA,Gd,Y,SBrkr,AllPub
1549,GasA,Gd,Y,SBrkr,AllPub
1550,GasA,Ex,Y,SBrkr,AllPub
1551,GasA,Ex,Y,SBrkr,AllPub
1552,GasA,TA,Y,SBrkr,AllPub
1553,GasA,Ex,Y,SBrkr,AllPub
1554,GasA,TA,Y,SBrkr,AllPub
1555,GasA,Ex,Y,SBrkr,AllPub
1556,GasA,Ex,Y,SBrkr,AllPub
1557,GasA,Ex,Y,SBrkr,AllPub
1558,GasA,TA,Y,SBrkr,AllPub
1559,GasA,Ex,Y,SBrkr,AllPub
1560,GasA,Ex,Y,SBrkr,AllPub
1561,GasA,Ex,Y,SBrkr,AllPub
1562,GasA,Gd,Y,SBrkr,AllPub
1565,GasA,Ex,Y,SBrkr,AllPub
1566,GasA,Ex,Y,SBrkr,AllPub
1567,GasA,Ex,Y,SBrkr,AllPub
1568,GasA,Gd,Y,FuseA,AllPub
1569,GasA,Ex,Y,SBrkr,AllPub
1570,GasA,Ex,Y,SBrkr,AllPub
1571,GasA,Gd,Y,SBrkr,AllPub
1572,GasA,TA,Y,SBrkr,AllPub
1573,GasA,Ex,Y,SBrkr,AllPub
1574,GasA,Ex,Y,SBrkr,AllPub
1575,GasA,TA,Y,FuseF,AllPub
1576,GasA,TA,Y,SBrkr,AllPub
1577,GasA,Gd,Y,SBrkr,AllPub
1578,GasA,TA,Y,SBrkr,AllPub
1579,GasA,Gd,Y,SBrkr,AllPub
1580,GasA,TA,Y,SBrkr,AllPub
1581,GasA,Ex,Y,SBrkr,AllPub
1582,GasA,TA,Y,SBrkr,AllPub
1583,GasA,Ex,Y,SBrkr,AllPub
1585,GasA,Ex,Y,SBrkr,AllPub
1586,GasA,Gd,Y,SBrkr,AllPub
1587,GasA,Gd,Y,SBrkr,AllPub
1588,GasA,Gd,Y,SBrkr,AllPub
1589,GasA,Gd,Y,SBrkr,AllPub
1590,GasA,Ex,Y,FuseF,AllPub
1591,GasA,Ex,Y,SBrkr,AllPub
1592,GasA,Ex,Y,SBrkr,AllPub
1593,GasA,Gd,Y,SBrkr,AllPub
1595,GasA,Ex,Y,SBrkr,AllPub
1596,GasA,Ex,Y,SBrkr,AllPub
1597,GasA,TA,Y,SBrkr,AllPub
1598,GasA,Ex,Y,SBrkr,AllPub
1599,GasA,TA,Y,SBrkr,AllPub
1600,GasA,TA,Y,SBrkr,AllPub
1601,GasA,Ex,Y,SBrkr,AllPub
1602,GasA,Ex,Y,SBrkr,AllPub
1603,GasA,Ex,Y,SBrkr,AllPub
1604,GasA,Gd,Y,SBrkr,AllPub
1605,GasA,Ex,Y,SBrkr,AllPub
1606,GasA,Ex,Y,SBrkr,AllPub
1607,GasA,Ex,Y,SBrkr,AllPub
1608,GasA,Ex,Y,SBrkr,AllPub
1609,GasA,TA,Y,SBrkr,AllPub
1610,GasA,Gd,Y,SBrkr,AllPub
1611,GasA,Ex,Y,SBrkr,AllPub
1612,GasA,Ex,Y,SBrkr,AllPub
1613,GasA,Gd,Y,SBrkr,AllPub
1614,GasA,TA,Y,SBrkr,AllPub
1615,GasA,Gd,Y,SBrkr,AllPub
1616,GasA,TA,Y,SBrkr,AllPub
1617,GasA,Ex,Y,SBrkr,AllPub
1618,GasA,Gd,Y,SBrkr,AllPub
1619,GasA,Gd,Y,FuseA,AllPub
1621,GasA,Ex,Y,SBrkr,AllPub
1622,GasA,Gd,Y,SBrkr,AllPub
1623,GasA,Gd,Y,SBrkr,AllPub
1624,GasA,Ex,Y,SBrkr,AllPub
1625,GasA,TA,Y,SBrkr,AllPub
1626,GasA,TA,Y,SBrkr,AllPub
1627,GasA,Ex,Y,SBrkr,AllPub
1628,GasA,TA,N,SBrkr,AllPub
1629,GasA,Gd,Y,SBrkr,AllPub
1630,GasA,Ex,Y,SBrkr,AllPub
1631,GasA,TA,Y,SBrkr,AllPub
1632,GasA,Ex,Y,SBrkr,AllPub
1633,GasA,Ex,Y,SBrkr,AllPub
1635,GasA,Gd,Y,SBrkr,AllPub
1636,GasA,Ex,Y,SBrkr,AllPub
1637,GasA,Ex,Y,FuseA,AllPub
1638,GasA,Ex,Y,SBrkr,AllPub
1639,GasA,Ex,Y,SBrkr,AllPub
1640,GasA,Ex,Y,SBrkr,AllPub
1641,GasA,Ex,Y,SBrkr,AllPub
1642,GasA,Ex,Y,SBrkr,AllPub
1643,GasA,TA,Y,SBrkr,AllPub
1644,GasA,Gd,Y,SBrkr,AllPub
1645,GasA,Ex,Y,FuseF,AllPub
1646,GasA,Ex,Y,SBrkr,AllPub
1647,GasA,Ex,Y,SBrkr,AllPub
1648,GasA,TA,Y,SBrkr,AllPub
1649,GasA,Gd,Y,SBrkr,AllPub
1650,GasA,Ex,Y,SBrkr,AllPub
1651,GasA,Ex,Y,SBrkr,AllPub
1652,GasA,Ex,Y,SBrkr,AllPub
1653,GasA,TA,Y,SBrkr,AllPub
1654,GasA,Ex,Y,SBrkr,AllPub
1655,GasW,TA,N,SBrkr,AllPub
1656,GasA,TA,N,FuseA,AllPub
1657,GasA,Ex,Y,SBrkr,AllPub
1658,GasA,TA,N,FuseF,AllPub
1659,GasA,Ex,Y,SBrkr,AllPub
1660,GasA,TA,Y,SBrkr,AllPub
1661,GasA,TA,Y,FuseA,AllPub
1662,GasA,Ex,Y,SBrkr,AllPub
1663,GasA,TA,Y,FuseA,AllPub
1664,GasA,Gd,Y,SBrkr,AllPub
1665,GasA,Ex,Y,SBrkr,AllPub
1666,GasA,TA,Y,SBrkr,AllPub
1667,GasA,Ex,Y,SBrkr,AllPub
1668,GasA,Ex,Y,SBrkr,AllPub
1669,GasA,TA,Y,SBrkr,AllPub
1670,GasA,Ex,Y,SBrkr,AllPub
1671,GasA,Ex,Y,SBrkr,AllPub
1672,GasA,Gd,Y,SBrkr,AllPub
1673,GasA,Ex,Y,SBrkr,AllPub
1674,GasA,Ex,Y,SBrkr,AllPub
1675,GasA,Ex,Y,FuseA,AllPub
1676,GasA,TA,Y,SBrkr,AllPub
1677,GasA,TA,Y,FuseA,AllPub
1678,GasA,Gd,Y,SBrkr,AllPub
1679,GasA,Gd,Y,SBrkr,AllPub
1680,GasA,Ex,Y,SBrkr,AllPub
1682,GasA,Ex,Y,SBrkr,AllPub
1683,GasA,Ex,Y,SBrkr,AllPub
1685,GasA,Ex,Y,SBrkr,AllPub
1687,GasA,Ex,Y,SBrkr,AllPub
1688,GasA,Fa,Y,SBrkr,AllPub
1689,GasA,Ex,Y,FuseA,AllPub
1690,GasA,Ex,Y,SBrkr,AllPub
1691,GasA,Gd,Y,SBrkr,AllPub
1692,GasA,Ex,Y,SBrkr,AllPub
1693,GasA,Ex,Y,SBrkr,AllPub
1694,GasA,TA,Y,SBrkr,AllPub
1695,GasA,TA,Y,SBrkr,AllPub
1696,GasA,Ex,Y,SBrkr,AllPub
1697,GasA,Ex,Y,SBrkr,AllPub
1698,GasA,Ex,Y,SBrkr,AllPub
1699,GasA,Ex,Y,SBrkr,AllPub
1700,GasA,Ex,Y,SBrkr,AllPub
1701,GasA,TA,Y,SBrkr,AllPub
1702,GasA,Ex,Y,SBrkr,AllPub
1703,GasA,Ex,Y,SBrkr,AllPub
1704,GasA,Ex,Y,SBrkr,AllPub
1706,GasA,TA,Y,SBrkr,AllPub
1707,GasA,TA,N,SBrkr,AllPub
1708,GasA,Ex,Y,SBrkr,AllPub
1709,GasA,TA,Y,SBrkr,AllPub
1710,GasA,Ex,Y,SBrkr,AllPub
1713,GasA,Ex,Y,FuseA,AllPub
1714,GasA,TA,Y,SBrkr,AllPub
1715,GasA,Ex,Y,SBrkr,AllPub
1716,GasA,TA,N,SBrkr,AllPub
1717,GasA,Ex,Y,SBrkr,AllPub
1718,GasA,Ex,Y,FuseA,AllPub
1719,GasA,Ex,Y,SBrkr,AllPub
1720,GasA,TA,Y,SBrkr,AllPub
1721,GasA,Ex,Y,SBrkr,AllPub
1722,GasA,TA,Y,SBrkr,AllPub
1723,GasA,TA,Y,SBrkr,AllPub
1724,GasA,Ex,Y,SBrkr,AllPub
1725,GasA,TA,Y,FuseA,AllPub
1726,GasA,TA,Y,SBrkr,AllPub
1727,GasA,Ex,Y,SBrkr,AllPub
1728,GasA,Ex,Y,SBrkr,AllPub
1729,GasA,Gd,Y,SBrkr,AllPub
1730,GasA,TA,Y,SBrkr,AllPub
1731,GasA,TA,Y,SBrkr,AllPub
1732,GasA,Ex,Y,SBrkr,AllPub
1733,GasA,Ex,Y,SBrkr,AllPub
1734,GasA,TA,Y,FuseA,AllPub
1735,GasA,Gd,Y,SBrkr,AllPub
1737,GasA,Ex,Y,SBrkr,AllPub
1738,GasA,Ex,Y,SBrkr,AllPub
1739,GasA,Ex,Y,SBrkr,AllPub
1740,GasA,Ex,Y,SBrkr,AllPub
1741,GasA,Ex,Y,SBrkr,AllPub
1742,GasA,Ex,Y,SBrkr,AllPub
1743,GasA,TA,Y,SBrkr,AllPub
1744,GasA,TA,Y,SBrkr,AllPub
1745,GasA,Ex,Y,SBrkr,AllPub
1746,GasA,Ex,Y,SBrkr,AllPub
1747,GasA,TA,Y,SBrkr,AllPub
1748,GasA,Ex,Y,SBrkr,AllPub
1749,GasA,Gd,N,FuseA,AllPub
1750,GasA,Gd,Y,SBrkr,AllPub
1751,GasA,TA,Y,SBrkr,AllPub
1752,GasA,Ex,Y,SBrkr,AllPub
1753,GasA,Ex,Y,SBrkr,AllPub
1755,GasA,Gd,Y,SBrkr,AllPub
1756,GasA,TA,Y,SBrkr,AllPub
1757,GasA,TA,Y,SBrkr,AllPub
1758,GasA,Ex,Y,SBrkr,AllPub
1759,GasA,Ex,Y,SBrkr,AllPub
1760,GasA,Gd,Y,SBrkr,AllPub
1761,GasA,Gd,Y,SBrkr,AllPub
1762,GasA,Ex,Y,SBrkr,AllPub
1763,GasA,Ex,Y,SBrkr,AllPub
1764,GasA,Ex,Y,SBrkr,AllPub
1765,GasA,Ex,Y,FuseF,AllPub
1766,GasA,Ex,Y,SBrkr,AllPub
1767,GasA,Ex,Y,SBrkr,AllPub
1768,GasA,TA,Y,SBrkr,AllPub
1769,GasA,Gd,Y,SBrkr,AllPub
1770,GasA,Ex,Y,SBrkr,AllPub
1771,GasA,Gd,Y,SBrkr,AllPub
1772,GasA,TA,Y,SBrkr,AllPub
1773,GasA,Ex,Y,SBrkr,AllPub
1774,GasA,Fa,Y,FuseA,AllPub
1775,GasA,Ex,Y,SBrkr,AllPub
1776,GasA,Ex,Y,SBrkr,AllPub
1777,GasA,TA,Y,SBrkr,AllPub
1778,GasA,Gd,Y,SBrkr,AllPub
1779,GasA,Ex,Y,SBrkr,AllPub
1780,GasA,TA,Y,SBrkr,AllPub
1781,GasA,Ex,Y,SBrkr,AllPub
1782,GasA,Ex,Y,SBrkr,AllPub
1784,GasA,TA,Y,SBrkr,AllPub
1785,GasA,Fa,Y,FuseA,AllPub
1786,GasA,Ex,Y,SBrkr,AllPub
1787,GasA,Ex,Y,SBrkr,AllPub
1789,GasA,TA,Y,SBrkr,AllPub
1790,GasA,Ex,Y,SBrkr,AllPub
1791,GasA,Ex,Y,SBrkr,AllPub
1792,GasA,Ex,Y,SBrkr,AllPub
1793,GasA,Ex,N,SBrkr,AllPub
1794,GasA,Ex,N,FuseF,AllPub
1795,GasA,TA,Y,SBrkr,AllPub
1796,GasA,Ex,Y,SBrkr,AllPub
1797,GasA,Gd,Y,SBrkr,AllPub
1798,GasA,Gd,Y,SBrkr,AllPub
1800,GasA,Ex,Y,SBrkr,AllPub
1801,GasA,Ex,Y,SBrkr,AllPub
1802,GasA,Ex,Y,SBrkr,AllPub
1803,GasA,TA,Y,SBrkr,AllPub
1804,GasA,TA,Y,SBrkr,AllPub
1805,GasA,Ex,Y,SBrkr,AllPub
1806,GasA,Ex,Y,SBrkr,AllPub
1807,GasA,Ex,Y,SBrkr,AllPub
1808,GasA,TA,Y,SBrkr,AllPub
1809,GasA,Ex,Y,SBrkr,AllPub
1810,GasA,Ex,Y,SBrkr,AllPub
1811,GasA,Ex,Y,SBrkr,AllPub
1812,GasA,Ex,Y,SBrkr,AllPub
1813,GasA,Ex,Y,SBrkr,AllPub
1815,GasA,Ex,Y,SBrkr,AllPub
1816,GasA,Ex,Y,SBrkr,AllPub
1817,GasA,TA,Y,SBrkr,AllPub
1818,GasA,Ex,Y,SBrkr,AllPub
1819,GasA,Ex,Y,SBrkr,AllPub
1820,GasA,Ex,Y,SBrkr,AllPub
1821,GasA,Ex,Y,SBrkr,AllPub
1822,GasA,TA,Y,SBrkr,AllPub
1823,GasA,TA,Y,SBrkr,AllPub
1824,GasA,Ex,Y,SBrkr,AllPub
1825,GasA,Ex,Y,SBrkr,AllPub
1826,GasA,TA,Y,FuseA,AllPub
1827,GasA,Ex,Y,SBrkr,AllPub
1828,GasA,Ex,Y,SBrkr,AllPub
1829,GasA,Ex,Y,SBrkr,AllPub
1830,GasA,Ex,Y,SBrkr,AllPub
1831,GasA,Gd,Y,SBrkr,AllPub
1832,GasA,Ex,Y,SBrkr,AllPub
1833,GasA,TA,Y,SBrkr,AllPub
1834,GasA,TA,Y,SBrkr,AllPub
1835,GasA,Ex,Y,SBrkr,AllPub
1836,GasA,Ex,Y,SBrkr,AllPub
1837,GasA,TA,Y,SBrkr,AllPub
1838,GasA,TA,Y,SBrkr,AllPub
1839,GasA,Ex,Y,SBrkr,AllPub
1840,GasA,Ex,Y,SBrkr,AllPub
1842,GasA,Fa,N,SBrkr,AllPub
1843,GasA,Ex,Y,SBrkr,AllPub
1844,GasA,TA,N,FuseA,AllPub
1845,GasA,TA,Y,FuseA,AllPub
1846,GasA,Gd,Y,SBrkr,AllPub
1847,GasA,Gd,Y,SBrkr,AllPub
1848,GasA,Ex,Y,SBrkr,AllPub
1849,GasA,Ex,Y,SBrkr,AllPub
1850,GasA,Ex,Y,SBrkr,AllPub
1851,GasA,Ex,Y,SBrkr,AllPub
1852,GasA,Ex,Y,SBrkr,AllPub
1853,GasA,Ex,Y,SBrkr,AllPub
1854,GasA,TA,Y,SBrkr,AllPub
1855,GasA,Ex,Y,SBrkr,AllPub
1856,GasA,TA,Y,SBrkr,AllPub
1857,GasA,Ex,Y,SBrkr,AllPub
1858,GasA,Ex,Y,SBrkr,AllPub
1860,GasW,TA,Y,SBrkr,AllPub
1861,GasA,TA,Y,SBrkr,AllPub
1862,GasA,Fa,N,FuseA,AllPub
1863,GasA,Ex,Y,SBrkr,AllPub
1864,GasA,Ex,Y,SBrkr,AllPub
1865,GasA,TA,Y,SBrkr,AllPub
1866,GasA,Ex,Y,SBrkr,AllPub
1867,GasA,Ex,Y,SBrkr,AllPub
1868,GasA,Ex,Y,SBrkr,AllPub
1869,GasA,Fa,Y,SBrkr,AllPub
1870,GasA,Gd,Y,SBrkr,AllPub
1871,GasA,Ex,Y,SBrkr,AllPub
1872,GasA,Ex,Y,SBrkr,AllPub
1873,GasA,Gd,Y,SBrkr,AllPub
1874,GasA,Gd,Y,SBrkr,AllPub
1876,GasA,TA,Y,SBrkr,AllPub
1877,GasA,Ex,Y,SBrkr,AllPub
1878,GasA,TA,Y,SBrkr,AllPub
1879,GasA,Gd,Y,SBrkr,AllPub
1880,GasA,Gd,Y,SBrkr,AllPub
1881,GasA,Ex,Y,SBrkr,AllPub
1882,GasA,Ex,Y,SBrkr,AllPub
1883,GasA,Ex,Y,SBrkr,AllPub
1884,GasA,TA,Y,SBrkr,AllPub
1885,GasA,Ex,Y,SBrkr,AllPub
1886,GasA,Gd,Y,SBrkr,AllPub
1887,GasA,TA,Y,SBrkr,AllPub
1888,GasA,TA,Y,SBrkr,AllPub
1890,GasA,TA,Y,SBrkr,AllPub
1891,GasA,Gd,Y,SBrkr,AllPub
